drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
orencia	ROBUST	0	2009-01-01	NA	NA	87	10	55	14	292.727272727273	261.571428571429	-0.144760443346504	0.212271618614859	-0.101437543993912	0.313955811784106
pravachol	ROBUST	0	2009-06-01	NA	NA	74	37	45	17	342.933333333333	1030.23529411765	-0.105671104394125	0.445843803400029	-0.0805902750624904	0.257123317171173
prezista	ROBUST	0	2008-03-08	NA	NA	112	36	49	60	297.244897959184	80.3666666666667	0.122777690241818	0.496046752216404	0.0128274807157961	0.403493700875199
restasis	ROBUST	0	2003-04-01	NA	NA	563	147	195	191	111.851282051282	156.785340314136	0.0288845972736451	0.263457269365801	-0.0413796785886645	0.357693362381354
reyataz	ROBUST	0	2003-06-24	NA	NA	109	53	11	100	257.454545454545	143.97	0.164061020628021	0.362996052136139	0.189425218996912	0.253716602603955
rituxan	BBW	1	1997-11-26	2013-09-25	Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur.	1261	50	11	54	121.545454545455	144.592592592593	0.153110727853877	0.524348515321107	0.126279909914216	0.318260779259495
sensipar	ROBUST	0	2004-04-04	NA	NA	35	18	9	18	281.333333333333	156.5	-0.0429674877161331	0.098467783550948	-0.0602545371187277	0.327069800754538
solodyn	ROBUST	0	2009-07-23	NA	NA	98	23	34	17	118	110.588235294118	-0.0774537794818981	0.529809195019643	0.00229614947405249	0.250824764281896
spiriva	ROBUST	0	2004-07-14	NA	NA	183	63	45	67	397.533333333333	568.253731343284	0.213627184633256	0.18902636090921	0.113438729052122	0.323462812788956
testim	BBW	1	2002-10-31	2009-09-01	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	25	58	241	93	-0.055750033565406	0.556083575714253	0.017425571133434	0.22080166487607
thalomid	BBW	1	2003-06-20	2006-05-01	Severe birth defects or embryo-fetal death may occur if taken during pregnancy. Should never be used by pregnant women or females who could become pregnant. Approved for marketing only under a special restricted distribution program called the "THALOMID REMS program." May increase risk of venous thromboembolism in patients with multiple myeloma, especially with standard chemotherapeutic agents including dexamethasone; observe for signs/symptoms of thromboembolism. Instruct patients to seek medical care if symptoms such as SOB, chest pain, or arm or leg swelling develop. Consider thromboprophylaxis based on assessment of individual's underlying risk factors.	418	9	112	13	135.785714285714	69.3846153846154	-0.00213618774484947	0.182992407406817	-0.0703335566380217	0.268508568174409
tiazac	ROBUST	0	2010-12-25	NA	NA	38	15	25	9	906.12	96.4444444444444	-0.220499197169823	0.518514031043853	-0.13930012221609	0.589482024797549
topamax	ROBUST	0	1997-01-01	NA	NA	146	47	12	54	115.916666666667	117.018518518519	0.364012579136249	0.556092331894676	0.310755819973743	0.255874786071575
tricor	ROBUST	0	2004-11-05	NA	NA	91	26	22	23	1566.31818181818	119.478260869565	-0.0292807431025402	0.34183424780783	0.0142707557382683	0.278871244956656
trilipix	ROBUST	0	2008-12-15	NA	NA	91	26	69	14	677.927536231884	134.214285714286	-0.0716538627912338	0.355455216307867	-0.0672043131977278	0.231573490626512
ultram er	ROBUST	0	2005-09-08	NA	NA	80	61	25	77	355.76	202.844155844156	0.0629495240974928	0.358615372301853	0.0995167106690078	0.305995742839085
velcade	ROBUST	0	2003-05-13	NA	NA	677	11	39	12	80.5384615384615	46.25	0.0756413583177653	0.343502495848357	-0.000192380053535446	0.662278154293852
veramyst	ROBUST	0	2007-05-15	NA	NA	290	157	99	123	487.383838383838	631.918699186992	0.0462483833218837	0.137974161498897	0.047911066292474	0.231099992279746
viramune	BBW	1	2001-08-01	2005-02-01	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	120	45	9	67	594.444444444444	215.791044776119	0.171035966916881	0.653742006365965	0.119154530396908	0.404083285837079
wellbutrin xl	BBW	1	2003-10-08	2006-02-01	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	150	74	31	59	250.774193548387	436.610169491525	-0.0104207709651938	0.119143405210415	0.00763546890803868	0.213516023558207
xarelto	BBW	1	2011-07-01	2014-03-01	Premature discontinuation increases the risk of thrombotic events. If therapy is discontinued for a reason other than pathological bleeding or completion of a course of therapy, consider coverage with another anticoagulant. Epidural or spinal hematomas have occurred in patients treated with rivaroxaban who are receiving neuraxial anesthesia or undergoing spinal puncture; long-term or permanent paralysis may result. Increased risk of developing epidural or spinal hematomas in patients using indwelling epidural catheters, concomitant use of other drugs that affect hemostasis (eg, NSAIDs, platelet inhibitors, other anticoagulants), history of traumatic or repeated epidural or spinal puncture, history of spinal deformity or spinal surgery, and when optimal timing between the administration of therapy and neuraxial procedure is not known. Monitor frequently for signs/symptoms of neurological impairment; urgent treatment is necessary if neurological compromise occurs. Consider benefits and risks before neuraxial intervention in patients anticoagulated or to be anticoagulated for thromboprophylaxis.	77	21	34	16	2171.11764705882	315.25	-0.0606732470691988	0.200650630467275	-0.0273398888655529	0.30900343789811
xgeva	ROBUST	0	2010-11-18	NA	NA	75	12	40	17	991.325	98.5294117647059	-0.0559704376200407	0.244125013081289	-0.114170701612275	0.192297286114322
xopenex hfa	ROBUST	0	2005-12-01	NA	NA	223	85	47	103	304	492.349514563107	0.0933647201573605	0.205567094596183	0.0704568730174316	0.393655559957335
xyzal	ROBUST	0	2007-08-09	NA	NA	31	22	13	9	431.307692307692	197	0.0372619444613296	0.234367430581404	0.0201393415074339	0.306176190298587
yaz	BBW	1	2006-03-16	2008-12-01	Cigarette smoking increases the risk of serious cardiovascular events from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.	42	14	17	17	478	109.058823529412	-0.0507311105627735	0.355799463625061	0.0219884015397436	0.394101472551557
zegerid	ROBUST	0	2004-06-15	NA	NA	190	47	13	50	474.230769230769	318.54	0.104351925866352	0.454273469603892	0.0893790684021114	0.353332856833895
zetia	ROBUST	0	2002-10-25	NA	NA	132	68	11	67	775.363636363636	264.507462686567	0.0796109003598346	0.230395481202115	0.0831165527206844	0.302354261571848
zometa	ROBUST	0	2001-08-20	NA	NA	185	49	9	47	453.333333333333	158.574468085106	0.142382074015791	0.516942777467481	-0.0216881285737563	0.503628177516828
