drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
januvia	ROBUST	0	2006-10-16	NA	NA	209	91	42	123	385.833333333333	251.170731707317	0.191571264400652	0.848078186249986	0.00880125682152594	0.812139191982021
kaletra	ROBUST	0	2006-04-11	NA	NA	172	89	100	119	338.82	109.36974789916	0.0199634322347028	0.741806046156974	0.00968028188922831	0.731779183624615
lantus	ROBUST	0	2002-06-04	NA	NA	224	177	14	213	1923.35714285714	256.220657276995	0.134276963076393	0.826732877264323	0.0853228583593216	0.742460879022025
levaquin	BBW	1	1996-12-20	2008-07-08	Fluoroquinolones are associated with an increased risk of tendinitis and tendon rupture in all ages. Risk is further increased with patients >60 yrs of age, patients taking corticosteroids, and with kidney, heart, or lung transplants. May exacerbate muscle weakness with myasthenia gravis; avoid in patients with known history of myasthenia gravis.	100	43	11	61	507.545454545455	382.737704918033	0.146933059948659	0.416732958032127	0.139102987256272	0.593906821977726
levemir	ROBUST	0	2006-03-27	NA	NA	67	54	32	56	952.78125	172.982142857143	0.171318900538452	0.912221636393167	0.105787104200008	0.839322500124317
lialda	ROBUST	0	2007-01-16	NA	NA	101	17	33	14	309.30303030303	207.857142857143	0.0226869142341374	0.882161357786581	0.0279457279213722	0.642037765105317
lovaza	ROBUST	0	2008-10-21	NA	NA	61	34	20	22	960.2	67.6818181818182	-0.00125906836317058	0.61855965973744	-0.0267356479944204	0.655973470222235
lucentis	ROBUST	0	2006-06-30	NA	NA	274	68	26	80	336.653846153846	168.225	0.0242014335396921	0.92434592654683	0.0314492362892083	0.772947935096803
lyrica	ROBUST	0	2004-12-30	NA	NA	182	84	15	86	333.133333333333	141.162790697674	0.0711009604840922	0.692429090585769	0.369833812785425	0.851590370292681
mirapex	ROBUST	0	2003-09-04	NA	NA	73	29	9	26	174.333333333333	168.307692307692	0.0930536088073733	0.720145975664064	0.0866559070821251	0.707758712240169
namenda	ROBUST	0	2003-10-16	NA	NA	84	48	9	48	347.777777777778	86.5208333333333	0.0223235043086548	0.513071045625889	0.0780497598434736	0.688590148704063
neupogen	ROBUST	0	1994-06-08	NA	NA	868	12	17	12	290.823529411765	169.333333333333	0.0568985517604719	0.798295352443816	-0.0111334156130717	0.443428257717217
novolog	ROBUST	0	2001-08-27	NA	NA	195	110	21	133	1254.90476190476	227.84962406015	0.0412453063065819	0.901967009845214	0.0929801619282293	0.74007442143314
nuvigil	ROBUST	0	2009-05-26	NA	NA	116	27	72	11	152.333333333333	94.2727272727273	-0.101245665290727	0.748864823586228	-0.068069344800788	0.669457588636877
oracea	ROBUST	0	2006-09-29	NA	NA	108	38	27	33	196.703703703704	191.636363636364	0.0275958803906182	0.532742784338101	0.0603974702167657	0.690198154606541
orencia	ROBUST	0	2009-01-01	NA	NA	87	10	55	12	292.727272727273	290.166666666667	-0.139037365832927	0.793263469950898	-0.100281362791831	0.669136826974827
pravachol	ROBUST	0	2009-06-01	NA	NA	74	37	45	17	342.933333333333	1030.23529411765	-0.105671104394125	0.554156196599971	-0.0805902750624904	0.742876682828827
prezista	ROBUST	0	2008-03-08	NA	NA	112	36	49	58	297.244897959184	79.4137931034483	0.122041401443069	0.500602033101926	0.0100382291439489	0.599692891712263
restasis	ROBUST	0	2003-04-01	NA	NA	563	147	195	191	111.851282051282	156.785340314136	0.0288845972736451	0.736542730634199	-0.0413796785886645	0.642306637618646
reyataz	ROBUST	0	2003-06-24	NA	NA	109	53	11	100	257.454545454545	143.97	0.164061020628021	0.637003947863861	0.189425218996912	0.746283397396045
rituxan	BBW	1	1997-11-26	2013-09-25	Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur.	1261	50	11	53	121.545454545455	146.754716981132	0.151170465116617	0.469282737097061	0.127071345370985	0.679534236512808
sensipar	ROBUST	0	2004-04-04	NA	NA	35	18	9	17	281.333333333333	163.941176470588	-0.0524136479465632	0.897176671174862	-0.0606633687104847	0.673554932672191
solodyn	ROBUST	0	2009-07-23	NA	NA	98	23	34	16	118	115.3125	-0.0785155368850609	0.444542537485597	0.00409626782448574	0.720280884465218
spiriva	ROBUST	0	2004-07-14	NA	NA	183	63	45	67	397.533333333333	568.253731343284	0.213627184633256	0.81097363909079	0.113438729052122	0.676537187211044
testim	BBW	1	2002-10-31	2009-09-01	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	25	57	241	93.8421052631579	-0.0554454996014904	0.437767456296995	0.0155268521959293	0.778942691096373
thalomid	BBW	1	2003-06-20	2006-05-01	Severe birth defects or embryo-fetal death may occur if taken during pregnancy. Should never be used by pregnant women or females who could become pregnant. Approved for marketing only under a special restricted distribution program called the "THALOMID REMS program." May increase risk of venous thromboembolism in patients with multiple myeloma, especially with standard chemotherapeutic agents including dexamethasone; observe for signs/symptoms of thromboembolism. Instruct patients to seek medical care if symptoms such as SOB, chest pain, or arm or leg swelling develop. Consider thromboprophylaxis based on assessment of individual's underlying risk factors.	418	9	112	13	135.785714285714	69.3846153846154	-0.00213618774484947	0.817007592593183	-0.0703335566380217	0.731491431825591
tiazac	ROBUST	0	2010-12-25	NA	NA	38	15	25	9	906.12	96.4444444444444	-0.220499197169823	0.481485968956147	-0.13930012221609	0.410517975202451
topamax	ROBUST	0	1997-01-01	NA	NA	146	47	12	54	115.916666666667	117.018518518519	0.364012579136249	0.443907668105324	0.310755819973743	0.744125213928425
tricor	ROBUST	0	2004-11-05	NA	NA	91	26	22	23	1566.31818181818	119.478260869565	-0.0292807431025402	0.65816575219217	0.0142707557382683	0.721128755043344
trilipix	ROBUST	0	2008-12-15	NA	NA	91	26	69	14	677.927536231884	134.214285714286	-0.0716538627912338	0.644544783692133	-0.0672043131977278	0.768426509373488
ultram er	ROBUST	0	2005-09-08	NA	NA	80	61	25	71	355.76	203.816901408451	0.062256292099395	0.643733356599846	0.0966684451323252	0.693926068210166
velcade	ROBUST	0	2003-05-13	NA	NA	677	11	39	12	80.5384615384615	46.25	0.0756413583177653	0.656497504151643	-0.000192380053535446	0.337721845706148
veramyst	ROBUST	0	2007-05-15	NA	NA	290	157	99	123	487.383838383838	631.918699186992	0.0462483833218837	0.862025838501103	0.047911066292474	0.768900007720254
viramune	BBW	1	2001-08-01	2005-02-01	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	120	45	9	67	594.444444444444	215.791044776119	0.171035966916881	0.346257993634035	0.119154530396908	0.595916714162921
wellbutrin xl	BBW	1	2003-10-08	2006-02-01	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	150	74	31	58	250.774193548387	441.896551724138	-0.0108506479068087	0.884244568962989	0.00985006388698417	0.791711684072664
xarelto	BBW	1	2011-07-01	2014-03-01	Premature discontinuation increases the risk of thrombotic events. If therapy is discontinued for a reason other than pathological bleeding or completion of a course of therapy, consider coverage with another anticoagulant. Epidural or spinal hematomas have occurred in patients treated with rivaroxaban who are receiving neuraxial anesthesia or undergoing spinal puncture; long-term or permanent paralysis may result. Increased risk of developing epidural or spinal hematomas in patients using indwelling epidural catheters, concomitant use of other drugs that affect hemostasis (eg, NSAIDs, platelet inhibitors, other anticoagulants), history of traumatic or repeated epidural or spinal puncture, history of spinal deformity or spinal surgery, and when optimal timing between the administration of therapy and neuraxial procedure is not known. Monitor frequently for signs/symptoms of neurological impairment; urgent treatment is necessary if neurological compromise occurs. Consider benefits and risks before neuraxial intervention in patients anticoagulated or to be anticoagulated for thromboprophylaxis.	77	21	34	16	2171.11764705882	315.25	-0.0606732470691988	0.799349369532725	-0.0273398888655529	0.69099656210189
xgeva	ROBUST	0	2010-11-18	NA	NA	75	12	40	17	991.325	98.5294117647059	-0.0559704376200407	0.755874986918711	-0.114170701612275	0.807702713885678
xopenex hfa	ROBUST	0	2005-12-01	NA	NA	223	85	47	101	304	498.990099009901	0.0948035957215216	0.790762499940891	0.0715158469639416	0.612916268519229
xyzal	ROBUST	0	2007-08-09	NA	NA	31	22	13	9	431.307692307692	197	0.0372619444613296	0.765632569418596	0.0201393415074339	0.693823809701413
yaz	BBW	1	2006-03-16	2008-12-01	Cigarette smoking increases the risk of serious cardiovascular events from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.	42	14	17	17	478	109.058823529412	-0.0507311105627735	0.644200536374939	0.0219884015397436	0.605898527448443
zegerid	ROBUST	0	2004-06-15	NA	NA	190	47	13	48	474.230769230769	329.3125	0.0994906333235074	0.548997647784124	0.0838624000541504	0.649885746922958
zetia	ROBUST	0	2002-10-25	NA	NA	132	68	11	67	775.363636363636	264.507462686567	0.0796109003598346	0.769604518797885	0.0831165527206844	0.697645738428152
zometa	ROBUST	0	2001-08-20	NA	NA	185	49	9	45	453.333333333333	157.711111111111	0.144119665684396	0.477842372894381	-0.0219716294549566	0.491007766118019
