drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
restasis	ROBUST	0	2003-04-01	NA	NA	563	147	195	146	111.851282051282	138.856164383562	0.00730497475396952	0.740682897429868	-0.0499893370517251	0.648830862971041
reyataz	ROBUST	0	2003-06-24	NA	NA	109	53	11	60	257.454545454545	158.683333333333	0.157303277215947	0.677646554620029	0.183137407706944	0.72822110222286
rituxan	BBW	1	1997-11-26	2013-09-25	Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur.	1261	50	11	31	121.545454545455	110.41935483871	0.143664193910209	0.537796137750026	0.115308353944831	0.704655060055611
sensipar	ROBUST	0	2004-04-04	NA	NA	35	18	9	9	281.333333333333	236	-0.105866347462145	0.869458458014949	-0.0922443866032338	0.645059674257696
spiriva	ROBUST	0	2004-07-14	NA	NA	183	63	45	36	397.533333333333	828.611111111111	0.197497499728315	0.843521735472028	0.0950019386186854	0.738749924002355
testim	BBW	1	2002-10-31	2009-09-01	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	25	41	241	93.7073170731707	-0.0663240010879304	0.428582145158775	0.00317210607367113	0.77504263858288
topamax	ROBUST	0	1997-01-01	NA	NA	146	47	12	39	115.916666666667	110.282051282051	0.357856327106032	0.362110752066851	0.285482095675205	0.69208041518443
tricor	ROBUST	0	2004-11-05	NA	NA	91	26	22	17	1566.31818181818	104.941176470588	-0.0533312099064182	0.671399019755855	-0.0122192417019099	0.739062096488061
ultram er	ROBUST	0	2005-09-08	NA	NA	80	61	25	41	355.76	260.170731707317	0.0334948200729378	0.675230717102802	0.0733079549384427	0.688479089854852
veramyst	ROBUST	0	2007-05-15	NA	NA	290	157	99	77	487.383838383838	253.454545454545	0.035346966950849	0.849062205824995	0.0458629965968016	0.742655019873653
viramune	BBW	1	2001-08-01	2005-02-01	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	120	45	9	56	594.444444444444	221.482142857143	0.171423624787831	0.334078745206126	0.1108154065707	0.602269106694353
wellbutrin xl	BBW	1	2003-10-08	2006-02-01	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	150	74	31	37	250.774193548387	299.891891891892	-0.0420797651373815	0.896698115890537	-0.0137696196235948	0.766563197489515
xopenex hfa	ROBUST	0	2005-12-01	NA	NA	223	85	47	59	304	514.966101694915	0.0850493043596666	0.80586336012499	0.0614260654831523	0.627745280552576
zegerid	ROBUST	0	2004-06-15	NA	NA	190	47	13	21	474.230769230769	549.809523809524	0.0426776711216943	0.527518023632349	0.024437175822386	0.615545599211406
zetia	ROBUST	0	2002-10-25	NA	NA	132	68	11	55	775.363636363636	292.163636363636	0.060366076031461	0.759857115696831	0.0752772882317828	0.701723995768618
zometa	ROBUST	0	2001-08-20	NA	NA	185	49	9	39	453.333333333333	157.179487179487	0.131160823852482	0.456983474277823	-0.0185174087173503	0.488358671664005
