drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
spiriva	ROBUST	0	2004-07-14	NA	NA	183	63	45	30	397.533333333333	777.933333333333	0.207009553258548	0.868353801874408	0.0828436086500214	0.763126361570792
testim	BBW	1	2002-10-31	2009-09-01	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	25	36	241	93.0277777777778	-0.0671285143146759	0.419230516340101	-0.00424262086030719	0.765231391443839
topamax	ROBUST	0	1997-01-01	NA	NA	146	47	12	37	115.916666666667	114.486486486486	0.354587140111584	0.387381714600657	0.281263888621947	0.692107802074894
tricor	ROBUST	0	2004-11-05	NA	NA	91	26	22	9	1566.31818181818	96.5555555555556	-0.110835506586655	0.65421934217715	-0.0613159255207221	0.739420678369277
ultram er	ROBUST	0	2005-09-08	NA	NA	80	61	25	36	355.76	277.027777777778	0.0255098275486861	0.671405767112997	0.0582164080273931	0.666921808150909
veramyst	ROBUST	0	2007-05-15	NA	NA	290	157	99	46	487.383838383838	197.586956521739	0.0235028572893815	0.79262843479735	0.0134062276387326	0.707317006268204
viramune	BBW	1	2001-08-01	2005-02-01	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	120	45	9	48	594.444444444444	200.645833333333	0.159482565059947	0.339435942117626	0.103611443995554	0.599257454231071
wellbutrin xl	BBW	1	2003-10-08	2006-02-01	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	150	74	31	29	250.774193548387	235.379310344828	-0.0528148795401107	0.87934438547005	-0.0220670356320512	0.734607298742282
xopenex hfa	ROBUST	0	2005-12-01	NA	NA	223	85	47	40	304	569.125	0.0878378924372286	0.801219071539538	0.0238100351075063	0.626963921472485
zegerid	ROBUST	0	2004-06-15	NA	NA	190	47	13	15	474.230769230769	704.4	0.0463849118438578	0.479977172151892	0.0211653508710198	0.712384120227124
zetia	ROBUST	0	2002-10-25	NA	NA	132	68	11	44	775.363636363636	344.886363636364	0.0369313713809279	0.776003675794453	0.0662092760711942	0.697750159402983
zometa	ROBUST	0	2001-08-20	NA	NA	185	49	9	36	453.333333333333	165.527777777778	0.126630668992383	0.481732982747359	-0.0260277805449624	0.499815050320957
