drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
humira	BBW	1	2002-12-30	2009-11-01	Increased risk of serious infections (eg, active tuberculosis [TB] including latent TB reactivation, invasive fungal, bacterial, viral, and other infections due to opportunistic pathogens) leading to hospitalization or death, mostly with concomitant use of immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation TB patients have frequently presented with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to adalimumab use. Invasive fungal infections reported; consider empiric antifungal therapy in patients at risk who develop severe systemic illness. Monitor patients closely for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents. Postmarketing cases of aggressive and fatal hepatosplenic T-cell lymphoma (HSTCL) reported in patients with Crohn's disease (CD) or ulcerative colitis (UC) and the majority were in adolescent and young adult males; all of these patients were treated concomitantly with azathioprine or 6-mercaptopurine.	181	75	10	41	1359.4	184.780487804878	0.0948203343630994	0.752721180704521	0.114022084816281	0.744826433298704
invega	BBW	1	2006-12-19	2008-06-16	Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure, sudden death) or infectious (eg, pneumonia) in nature. Not approved for the treatment of patients with dementia-related psychosis.	95	51	51	30	210.039215686275	161.2	-0.019852490145535	0.76358218806013	-0.014155185951242	0.779584217749724
isentress	ROBUST	0	2007-10-12	NA	NA	142	62	27	61	180.333333333333	70.3770491803279	0.0699182689818082	0.741312080179268	-0.00883069846964057	0.629289216466833
januvia	ROBUST	0	2006-10-16	NA	NA	209	91	42	57	385.833333333333	159.508771929825	0.15683714315231	0.87926503289683	-0.0130843288849287	0.805542071257168
kaletra	ROBUST	0	2006-04-11	NA	NA	172	89	100	91	338.82	90.5824175824176	-0.00261701673910719	0.734856831916374	0.000442591519299373	0.704147852873164
lantus	ROBUST	0	2002-06-04	NA	NA	224	177	14	159	1923.35714285714	282.591194968553	0.12734917464592	0.816510176882164	0.078294455086534	0.770995881047245
levaquin	BBW	1	1996-12-20	2008-07-08	Fluoroquinolones are associated with an increased risk of tendinitis and tendon rupture in all ages. Risk is further increased with patients >60 yrs of age, patients taking corticosteroids, and with kidney, heart, or lung transplants. May exacerbate muscle weakness with myasthenia gravis; avoid in patients with known history of myasthenia gravis.	100	43	11	45	507.545454545455	438.444444444444	0.13265426253278	0.413248467365657	0.116830190519614	0.582232996775813
levemir	ROBUST	0	2006-03-27	NA	NA	67	54	32	41	952.78125	195.707317073171	0.153709620116344	0.907768884030436	0.10105577854646	0.848759603249508
lovaza	ROBUST	0	2008-10-21	NA	NA	61	34	20	17	960.2	61.1176470588235	-0.0229861214250404	0.582178143735324	-0.0403071871960232	0.591886050250022
lucentis	ROBUST	0	2006-06-30	NA	NA	274	68	26	33	336.653846153846	118.242424242424	0.0231758957348553	0.898120817974228	0.01931023676025	0.785588671681167
lyrica	ROBUST	0	2004-12-30	NA	NA	182	84	15	58	333.133333333333	122.224137931034	0.0570498603256674	0.710953973530311	0.345987481049432	0.837910705689639
mirapex	ROBUST	0	2003-09-04	NA	NA	73	29	9	19	174.333333333333	187.842105263158	0.0787031292982149	0.728472827557834	0.0708790628531388	0.695520070056866
namenda	ROBUST	0	2003-10-16	NA	NA	84	48	9	46	347.777777777778	85.1086956521739	0.017128675325238	0.514845424424231	0.0767945476170266	0.690053613624654
novolog	ROBUST	0	2001-08-27	NA	NA	195	110	21	94	1254.90476190476	251.148936170213	0.015639088602578	0.898618075473415	0.0810985600931289	0.77247014209077
oracea	ROBUST	0	2006-09-29	NA	NA	108	38	27	21	196.703703703704	213.047619047619	0.0121731111445158	0.479842242219658	0.0319616389167701	0.656768855703075
pravachol	ROBUST	0	2009-06-01	NA	NA	74	37	45	10	342.933333333333	605.4	-0.106612813888633	0.610155727577124	-0.104160664736364	0.708528118298876
prezista	ROBUST	0	2008-03-08	NA	NA	112	36	49	26	297.244897959184	39.8461538461538	0.0720086005474382	0.454877969634489	-0.0402665520987063	0.528344404674646
restasis	ROBUST	0	2003-04-01	NA	NA	563	147	195	155	111.851282051282	134.025806451613	0.0242943300807573	0.74067595323373	-0.0439303250744864	0.646729468675921
reyataz	ROBUST	0	2003-06-24	NA	NA	109	53	11	68	257.454545454545	152.602941176471	0.148192861339395	0.652083084955479	0.186911277624653	0.718535272468675
rituxan	BBW	1	1997-11-26	2013-09-25	Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur.	1261	50	11	38	121.545454545455	128.710526315789	0.132972678662429	0.50312475079953	0.120583790820113	0.705463832216969
sensipar	ROBUST	0	2004-04-04	NA	NA	35	18	9	16	281.333333333333	172.75	-0.0667906930531544	0.894470676290119	-0.0584382050965525	0.680021761044536
spiriva	ROBUST	0	2004-07-14	NA	NA	183	63	45	41	397.533333333333	747.390243902439	0.217794592400043	0.836110447841423	0.113420213679034	0.714942156776904
testim	BBW	1	2002-10-31	2009-09-01	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	25	46	241	91.304347826087	-0.0577898705968665	0.436806604637994	0.0062359608232796	0.785164266261877
topamax	ROBUST	0	1997-01-01	NA	NA	146	47	12	43	115.916666666667	113.395348837209	0.35826413579751	0.410564411582817	0.288820990567503	0.714002333006434
tricor	ROBUST	0	2004-11-05	NA	NA	91	26	22	17	1566.31818181818	104.941176470588	-0.0533312099064182	0.671399019755855	-0.0122192417019099	0.739062096488061
ultram er	ROBUST	0	2005-09-08	NA	NA	80	61	25	44	355.76	247.522727272727	0.0338908586945871	0.675242751539034	0.0768767739604627	0.691647652464064
velcade	ROBUST	0	2003-05-13	NA	NA	677	11	39	9	80.5384615384615	53	0.0717432553338554	0.677154440524059	-0.0446944538947202	0.298517985467255
veramyst	ROBUST	0	2007-05-15	NA	NA	290	157	99	88	487.383838383838	253.613636363636	0.0387851721155888	0.840054548625229	0.0413908897734666	0.738533402764009
viramune	BBW	1	2001-08-01	2005-02-01	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	120	45	9	58	594.444444444444	222.465517241379	0.17478651736337	0.317336145698413	0.116109394372119	0.603178459825369
wellbutrin xl	BBW	1	2003-10-08	2006-02-01	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	150	74	31	41	250.774193548387	302.536585365854	-0.041891324358164	0.897128986217852	-0.0159572747983985	0.782417714316849
xopenex hfa	ROBUST	0	2005-12-01	NA	NA	223	85	47	68	304	480.735294117647	0.0877202903481932	0.787494236332221	0.064156674526211	0.622606374068602
zegerid	ROBUST	0	2004-06-15	NA	NA	190	47	13	25	474.230769230769	475.16	0.0601653597602874	0.501517167768948	0.0555166910798205	0.6212965485873
zetia	ROBUST	0	2002-10-25	NA	NA	132	68	11	59	775.363636363636	287.559322033898	0.0659166195800662	0.770234435989285	0.0809196543966151	0.695873170890865
zometa	ROBUST	0	2001-08-20	NA	NA	185	49	9	41	453.333333333333	153.09756097561	0.135835705533607	0.494257241545523	-0.0196980203043794	0.485430110260889
