drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
mirapex	ROBUST	0	2003-09-04	NA	NA	73	29	9	14	174.333333333333	212.785714285714	0.0505584509462568	0.734888954918889	0.0469865008678766	0.678182970401381
namenda	ROBUST	0	2003-10-16	NA	NA	84	48	9	25	347.777777777778	64.16	-0.00910051694031649	0.443217826514238	0.0285595959921848	0.651801556973328
novolog	ROBUST	0	2001-08-27	NA	NA	195	110	21	47	1254.90476190476	288.765957446808	-0.117028391582674	0.888220992230828	0.0320179788090766	0.845238591131018
restasis	ROBUST	0	2003-04-01	NA	NA	563	147	195	85	111.851282051282	166.388235294118	-0.0523463969211151	0.742332467231488	-0.0724066152383303	0.639283881322814
reyataz	ROBUST	0	2003-06-24	NA	NA	109	53	11	27	257.454545454545	257.851851851852	0.0929786504259104	0.688073354774044	0.167832617178477	0.72526616734949
rituxan	BBW	1	1997-11-26	2013-09-25	Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur.	1261	50	11	13	121.545454545455	173.230769230769	0.0646557410000521	0.715376230342055	0.025417401790728	0.763347035529834
spiriva	ROBUST	0	2004-07-14	NA	NA	183	63	45	14	397.533333333333	196.071428571429	0.188122210126686	0.780349217674785	0.0392772622927074	0.611860597255265
testim	BBW	1	2002-10-31	2009-09-01	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	25	24	241	106.875	-0.0656675673252378	0.398125428347183	-0.0217551697387026	0.7284739738706
topamax	ROBUST	0	1997-01-01	NA	NA	146	47	12	23	115.916666666667	133.130434782609	0.337617542277191	0.268367672404608	0.258627756965849	0.598382425424644
viramune	BBW	1	2001-08-01	2005-02-01	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	120	45	9	29	594.444444444444	196.931034482759	0.138594926390796	0.385383772725384	0.07034464610026	0.622962526232308
wellbutrin xl	BBW	1	2003-10-08	2006-02-01	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	150	74	31	23	250.774193548387	243.521739130435	-0.056219558975298	0.853999704723619	-0.0497264785512491	0.744999062675019
xopenex hfa	ROBUST	0	2005-12-01	NA	NA	223	85	47	12	304	139.083333333333	-0.0155847577423823	0.614233185796624	-0.0338625088212857	0.352959552602455
zetia	ROBUST	0	2002-10-25	NA	NA	132	68	11	35	775.363636363636	419.657142857143	0.0358988561792884	0.757963084721014	0.06303938593905	0.692948263748785
zometa	ROBUST	0	2001-08-20	NA	NA	185	49	9	24	453.333333333333	151.291666666667	0.0923101368261436	0.530499537168501	-0.0623289718937066	0.471385103449008
