drug	group	label	marketDate	bbwDate	bbwText	prePhaseTrialNum	postPhaseTrialNum	preDatedTrialNum	postDatedTrialNum	preMeanEnroll	postMeanEnroll	ECdiseaseFocusDivergenceLevel	ECdiseaseFocusShiftLevel	ECdrugFocusDivergenceLevel	ECdrugFocusShiftLevel
humira	BBW	1	2002-12-30	2009-11-01	Increased risk of serious infections (eg, active tuberculosis [TB] including latent TB reactivation, invasive fungal, bacterial, viral, and other infections due to opportunistic pathogens) leading to hospitalization or death, mostly with concomitant use of immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation TB patients have frequently presented with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to adalimumab use. Invasive fungal infections reported; consider empiric antifungal therapy in patients at risk who develop severe systemic illness. Monitor patients closely for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents. Postmarketing cases of aggressive and fatal hepatosplenic T-cell lymphoma (HSTCL) reported in patients with Crohn's disease (CD) or ulcerative colitis (UC) and the majority were in adolescent and young adult males; all of these patients were treated concomitantly with azathioprine or 6-mercaptopurine.	181	75	10	51	1359.4	202.058823529412	0.0967014695323018	0.807047866245911	0.123822149515113	0.746322670085911
intuniv	ROBUST	0	2009-09-02	NA	NA	28	14	21	10	203.761904761905	83.9	-0.0103658169683713	0.274782503196831	-0.154324717486062	0.394025103817807
invega	BBW	1	2006-12-19	2008-06-16	Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure, sudden death) or infectious (eg, pneumonia) in nature. Not approved for the treatment of patients with dementia-related psychosis.	95	51	51	34	210.039215686275	160.764705882353	-0.0129720162083347	0.779367632494787	-0.0122796141191415	0.772577825395507
isentress	ROBUST	0	2007-10-12	NA	NA	142	62	27	74	180.333333333333	70.472972972973	0.0850374108357279	0.723643857889785	-0.00808585254560001	0.644772244263287
januvia	ROBUST	0	2006-10-16	NA	NA	209	91	42	64	385.833333333333	160.65625	0.15185747463696	0.897455042705408	-0.0127817226933158	0.807202957967589
kaletra	ROBUST	0	2006-04-11	NA	NA	172	89	100	97	338.82	98.7113402061856	0.00115440367237363	0.725280180958748	0.000816106408487505	0.723508814467371
lantus	ROBUST	0	2002-06-04	NA	NA	224	177	14	181	1923.35714285714	266.314917127072	0.126731451226044	0.8206535749117	0.0811269978512349	0.761255741765948
levaquin	BBW	1	1996-12-20	2008-07-08	Fluoroquinolones are associated with an increased risk of tendinitis and tendon rupture in all ages. Risk is further increased with patients >60 yrs of age, patients taking corticosteroids, and with kidney, heart, or lung transplants. May exacerbate muscle weakness with myasthenia gravis; avoid in patients with known history of myasthenia gravis.	100	43	11	47	507.545454545455	426.893617021277	0.135148072177543	0.404776245931972	0.123872812586138	0.582795261189938
levemir	ROBUST	0	2006-03-27	NA	NA	67	54	32	48	952.78125	180.979166666667	0.160813584436606	0.916542323051928	0.102511497079056	0.84822311325318
lialda	ROBUST	0	2007-01-16	NA	NA	101	17	33	10	309.30303030303	220.6	-0.000883592672349942	0.881741698683388	0.0032526170242636	0.54724723818673
lovaza	ROBUST	0	2008-10-21	NA	NA	61	34	20	17	960.2	61.1176470588235	-0.0229861214250404	0.582178143735324	-0.0403071871960232	0.591886050250022
lucentis	ROBUST	0	2006-06-30	NA	NA	274	68	26	43	336.653846153846	120.232558139535	0.0300677283513808	0.902646249596928	0.024312317572438	0.777910355122886
lyrica	ROBUST	0	2004-12-30	NA	NA	182	84	15	67	333.133333333333	128.298507462687	0.0585043434466979	0.692571793118053	0.357469070865166	0.846652663063709
mirapex	ROBUST	0	2003-09-04	NA	NA	73	29	9	20	174.333333333333	188.45	0.0777671833239042	0.728582926145873	0.0758272984404777	0.690679408449715
namenda	ROBUST	0	2003-10-16	NA	NA	84	48	9	46	347.777777777778	85.1086956521739	0.017128675325238	0.514845424424231	0.0767945476170266	0.690053613624654
neupogen	ROBUST	0	1994-06-08	NA	NA	868	12	17	11	290.823529411765	183.090909090909	0.0452912147583017	0.797558907096693	-0.0314527892886189	0.439057039958761
novolog	ROBUST	0	2001-08-27	NA	NA	195	110	21	114	1254.90476190476	227.438596491228	0.0220678949757294	0.901736291030983	0.0899426383735635	0.763993113895788
oracea	ROBUST	0	2006-09-29	NA	NA	108	38	27	25	196.703703703704	211.36	0.0208193947480025	0.514606623326203	0.0463077993062614	0.682925774956958
pravachol	ROBUST	0	2009-06-01	NA	NA	74	37	45	14	342.933333333333	516	-0.120281637112986	0.55460687783351	-0.0925051648492597	0.71182307079282
prezista	ROBUST	0	2008-03-08	NA	NA	112	36	49	38	297.244897959184	64.7894736842105	0.102967504106997	0.455375417825638	-0.01672324187548	0.552156774646905
restasis	ROBUST	0	2003-04-01	NA	NA	563	147	195	168	111.851282051282	127.994047619048	0.0202831024787571	0.739711513619138	-0.0470542307957322	0.647330228726754
reyataz	ROBUST	0	2003-06-24	NA	NA	109	53	11	86	257.454545454545	158.662790697674	0.160617161444317	0.657813279613447	0.184240324808107	0.736275762597037
rituxan	BBW	1	1997-11-26	2013-09-25	Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur.	1261	50	11	47	121.545454545455	149.744680851064	0.138752227361678	0.506076587992678	0.120211363464672	0.693221466105337
sensipar	ROBUST	0	2004-04-04	NA	NA	35	18	9	16	281.333333333333	172.75	-0.0667906930531544	0.894470676290119	-0.0584382050965525	0.680021761044536
solodyn	ROBUST	0	2009-07-23	NA	NA	98	23	34	10	118	91.3	-0.127168448691419	0.344359080939914	-0.0515963078971288	0.640199404220027
spiriva	ROBUST	0	2004-07-14	NA	NA	183	63	45	48	397.533333333333	719.9375	0.216104494286258	0.859183304538312	0.105893666181225	0.703159345104118
testim	BBW	1	2002-10-31	2009-09-01	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	253	60	25	48	241	92.2083333333333	-0.0526382354670136	0.438268324367463	0.00985551603691681	0.7823917702012
thalomid	BBW	1	2003-06-20	2006-05-01	Severe birth defects or embryo-fetal death may occur if taken during pregnancy. Should never be used by pregnant women or females who could become pregnant. Approved for marketing only under a special restricted distribution program called the "THALOMID REMS program." May increase risk of venous thromboembolism in patients with multiple myeloma, especially with standard chemotherapeutic agents including dexamethasone; observe for signs/symptoms of thromboembolism. Instruct patients to seek medical care if symptoms such as SOB, chest pain, or arm or leg swelling develop. Consider thromboprophylaxis based on assessment of individual's underlying risk factors.	418	9	112	10	135.785714285714	58.8	-0.0363031564277776	0.827404706304246	-0.0862484915113489	0.698794622080504
topamax	ROBUST	0	1997-01-01	NA	NA	146	47	12	43	115.916666666667	113.395348837209	0.35826413579751	0.410564411582817	0.288820990567503	0.714002333006434
tricor	ROBUST	0	2004-11-05	NA	NA	91	26	22	18	1566.31818181818	127.222222222222	-0.0500784136473466	0.655615416581255	-0.0067622239038117	0.724776537632608
trilipix	ROBUST	0	2008-12-15	NA	NA	91	26	69	9	677.927536231884	157.888888888889	-0.114086553999095	0.696529761711403	-0.104897560794071	0.742627196164559
ultram er	ROBUST	0	2005-09-08	NA	NA	80	61	25	50	355.76	239.22	0.0483282091217992	0.670603695980798	0.0846157073830637	0.698883060319488
velcade	ROBUST	0	2003-05-13	NA	NA	677	11	39	9	80.5384615384615	53	0.0717432553338554	0.677154440524059	-0.0446944538947202	0.298517985467255
veramyst	ROBUST	0	2007-05-15	NA	NA	290	157	99	96	487.383838383838	615.40625	0.0421000120560975	0.85267828429394	0.0479897272009372	0.744936864911286
viramune	BBW	1	2001-08-01	2005-02-01	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	120	45	9	60	594.444444444444	228.383333333333	0.172862220740635	0.305615047317342	0.112352736001718	0.60759140332068
wellbutrin xl	BBW	1	2003-10-08	2006-02-01	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	150	74	31	46	250.774193548387	490.478260869565	-0.0309313072190569	0.889172691768816	-0.0090302348142251	0.788350203017481
xopenex hfa	ROBUST	0	2005-12-01	NA	NA	223	85	47	69	304	473.985507246377	0.0867057237830968	0.787802879255681	0.0633002721224975	0.622505939056246
yaz	BBW	1	2006-03-16	2008-12-01	Cigarette smoking increases the risk of serious cardiovascular events from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.	42	14	17	9	478	127.111111111111	-0.0911311290564971	0.515201735983724	-0.045863395357482	0.398071882521981
zegerid	ROBUST	0	2004-06-15	NA	NA	190	47	13	29	474.230769230769	432.034482758621	0.059218078628515	0.49815300690785	0.0581573004185745	0.643236969857996
zetia	ROBUST	0	2002-10-25	NA	NA	132	68	11	61	775.363636363636	280.081967213115	0.0692767968748221	0.768370045269067	0.078890477684314	0.696017572411637
zometa	ROBUST	0	2001-08-20	NA	NA	185	49	9	42	453.333333333333	150.642857142857	0.135864160740768	0.486393268256557	-0.018757991839007	0.480299325680381
